Date,Hour,Temperature,Windspeed,Windgust,Windbearing,Visibility,Borough
2019-01-20,0,34.77,5.1,6.79,279,10,Manhattan
2019-01-20,1,34.13,4.45,5.08,291,10,Manhattan
2019-01-20,2,33.23,4.99,6.38,296,10,Manhattan
2019-01-20,3,32.89,5.09,8.27,297,10,Manhattan
2019-01-20,4,31.79,4.41,7.55,307,10,Manhattan
2019-01-20,5,30.95,4.39,8.72,315,10,Manhattan
2019-01-20,6,30.44,4.55,7.48,324,10,Manhattan
2019-01-20,7,31.25,3.81,5.08,359,10,Manhattan
2019-01-20,8,31.79,3.03,5.0,10,10,Manhattan
2019-01-20,9,33.62,4.21,6.32,26,10,Manhattan
2019-01-20,10,34.63,5.53,7.72,51,10,Manhattan
2019-01-20,11,36.29,7.33,8.74,75,10,Manhattan
2019-01-20,12,36.41,7.62,8.44,96,10,Manhattan
2019-01-20,13,36.54,7.51,7.88,105,10,Manhattan
2019-01-20,14,36.39,7.02,7.51,113,10,Manhattan
2019-01-20,15,36.56,7.81,9.86,100,10,Manhattan
2019-01-20,16,36.88,7.86,10.85,91,10,Manhattan
2019-01-20,17,36.9,7.31,12.03,90,10,Manhattan
2019-01-20,18,36.94,8.4,12.55,77,10,Manhattan
2019-01-20,19,36.71,9.21,13.45,86,8.945,Manhattan
2019-01-20,20,36.16,9.92,17.27,85,6.303,Manhattan
2019-01-20,21,34.8,10.97,16.27,79,2.449,Manhattan
2019-01-20,22,34.2,11.42,16.17,76,2.24,Manhattan
2019-01-20,23,34.35,12.26,21.77,72,3.107,Manhattan
2019-01-21,0,34.48,11.77,22.61,71,2.592,Manhattan
2019-01-21,1,34.86,9.37,16.93,60,2.938,Manhattan
2019-01-21,2,35.39,9.11,16.23,49,3.534,Manhattan
2019-01-21,3,35.26,10.51,14.14,41,3.828,Manhattan
2019-01-21,4,35.78,9.58,17.52,46,5.157,Manhattan
2019-01-21,5,36.14,9.6,14.95,65,6.539,Manhattan
2019-01-21,6,36.56,10.94,17.64,73,6.983,Manhattan
2019-01-21,7,36.97,10.67,13.26,69,5.721,Manhattan
2019-01-21,8,37.46,8.65,15.2,82,7.872,Manhattan
2019-01-21,9,39.15,7.08,11.3,97,4.588,Manhattan
2019-01-21,10,40.48,5.16,8.69,92,5.58,Manhattan
2019-01-21,11,40.52,7.29,9.28,354,2.772,Manhattan
2019-01-21,12,37.31,13.31,20.11,350,8.811,Manhattan
2019-01-21,13,37.46,12.51,19.82,336,10,Manhattan
2019-01-21,14,36.64,15.79,22.12,320,10,Manhattan
2019-01-21,15,31.67,17.77,25.76,319,10,Manhattan
2019-01-21,16,29.24,19.63,30.29,314,10,Manhattan
2019-01-21,17,25.41,19.19,29.42,314,10,Manhattan
2019-01-21,18,21.42,19.89,29.21,318,10,Manhattan
2019-01-21,19,19.07,19.21,30.84,316,10,Manhattan
2019-01-21,20,16.66,18.16,30.94,316,10,Manhattan
2019-01-21,21,16.34,17.72,29.69,318,10,Manhattan
2019-01-21,22,15.64,16.84,27.72,313,10,Manhattan
2019-01-21,23,15.15,16.04,29.0,311,10,Manhattan
2019-01-22,0,14.18,16.75,27.53,311,10,Manhattan
2019-01-22,1,13.01,16.03,30.19,311,10,Manhattan
2019-01-22,2,11.25,17.19,25.73,308,10,Manhattan
2019-01-22,3,10.26,17.74,29.37,308,10,Manhattan
2019-01-22,4,9.23,15.57,27.33,302,10,Manhattan
2019-01-22,5,7.92,16.01,28.59,302,10,Manhattan
2019-01-22,6,6.94,15.84,24.07,301,10,Manhattan
2019-01-22,7,5.08,16.22,25.21,302,10,Manhattan
2019-01-22,8,4.21,18.18,28.38,302,10,Manhattan
2019-01-22,9,4.65,16.09,28.42,304,10,Manhattan
2019-01-22,10,6.09,16.75,29.48,301,10,Manhattan
2019-01-22,11,8.27,16.52,31.39,300,10,Manhattan
2019-01-22,12,9.63,17.52,34.43,303,10,Manhattan
2019-01-22,13,10.64,18.69,35.45,299,10,Manhattan
2019-01-22,14,12.02,20.28,36.27,300,10,Manhattan
2019-01-22,15,13.49,20.5,36.29,301,10,Manhattan
2019-01-22,16,13.93,20.7,41.92,302,10,Manhattan
2019-01-22,17,12.61,21.45,39.85,303,10,Manhattan
2019-01-22,18,11.75,19.03,36.25,305,10,Manhattan
2019-01-22,19,11.27,18.92,40.93,305,10,Manhattan
2019-01-22,20,11.36,16.53,33.81,305,10,Manhattan
2019-01-22,21,12.01,16.0,31.13,303,10,Manhattan
2019-01-22,22,12.89,14.48,32.53,306,10,Manhattan
2019-01-22,23,13.05,14.17,31.99,306,10,Manhattan
2019-01-23,0,13.52,11.61,27.44,299,10,Manhattan
2019-01-23,1,13.67,10.36,23.9,300,10,Manhattan
2019-01-23,2,13.07,9.27,20.09,298,10,Manhattan
2019-01-23,3,13.73,9.75,17.8,295,10,Manhattan
2019-01-23,4,14.18,9.06,17.1,283,10,Manhattan
2019-01-23,5,14.26,9.02,20.33,253,10,Manhattan
2019-01-23,6,13.9,8.63,18.46,327,10,Manhattan
2019-01-23,7,13.65,7.87,15.93,297,10,Manhattan
2019-01-23,8,14.49,8.46,14.58,294,10,Manhattan
2019-01-23,9,16.37,8.62,13.21,315,10,Manhattan
2019-01-23,10,18.8,7.84,12.56,317,10,Manhattan
2019-01-23,11,21.01,7.26,10.01,307,10,Manhattan
2019-01-23,12,23.87,6.96,10.56,290,10,Manhattan
2019-01-23,13,26.33,6.24,8.29,296,10,Manhattan
2019-01-23,14,28.4,5.46,6.76,301,10,Manhattan
2019-01-23,15,29.49,4.73,5.68,278,10,Manhattan
2019-01-23,16,29.93,3.49,4.52,272,10,Manhattan
2019-01-23,17,29.27,2.83,3.81,238,10,Manhattan
2019-01-23,18,28.86,2.41,3.29,181,10,Manhattan
2019-01-23,19,28.48,3.1,3.1,173,10,Manhattan
2019-01-23,20,27.88,3.16,3.16,174,10,Manhattan
2019-01-23,21,28.11,3.34,4.27,179,10,Manhattan
2019-01-23,22,28.5,4.23,6.01,177,10,Manhattan
2019-01-23,23,28.63,5.29,8.23,187,10,Manhattan
2019-01-24,0,29.29,6.45,10.79,204,10,Manhattan
2019-01-24,1,28.83,6.45,12.06,217,10,Manhattan
2019-01-24,2,29.02,6.53,12.49,203,10,Manhattan
2019-01-24,3,29.22,7.36,16.32,206,10,Manhattan
2019-01-24,4,30.12,8.35,16.38,208,10,Manhattan
2019-01-24,5,29.88,8.11,17.71,203,10,Manhattan
2019-01-24,6,30.53,7.91,17.06,205,10,Manhattan
2019-01-24,7,30.47,6.83,13.84,204,10,Manhattan
2019-01-24,8,31.65,6.72,14.81,202,10,Manhattan
2019-01-24,9,32.66,7.25,17.07,200,10,Manhattan
2019-01-24,10,33.9,8.63,18.55,200,10,Manhattan
2019-01-24,11,35.28,7.95,19.77,207,10,Manhattan
2019-01-24,12,36.04,8.38,18.05,208,10,Manhattan
2019-01-24,13,37.18,6.26,10.34,196,10,Manhattan
2019-01-24,14,40.36,7.25,14.41,202,10,Manhattan
2019-01-24,15,42.47,6.97,12.7,187,10,Manhattan
2019-01-24,16,41.48,5.8,12.46,179,10,Manhattan
2019-01-24,17,41.58,5.09,12.61,171,10,Manhattan
2019-01-24,18,42.29,4.86,10.36,170,10,Manhattan
2019-01-24,19,42.26,4.75,6.56,166,10,Manhattan
2019-01-24,20,43.35,5.31,11.27,175,10,Manhattan
2019-01-24,21,44.56,6.33,18.24,180,10,Manhattan
2019-01-24,22,43.03,7.69,29.43,193,10,Manhattan
2019-01-24,23,47.62,8.65,31.77,197,10,Manhattan
2019-01-25,0,48.19,9.31,31.89,193,10,Manhattan
2019-01-25,1,47.51,7.91,22.21,179,7.757,Manhattan
2019-01-25,2,52.56,9.98,27.8,191,8.459,Manhattan
2019-01-25,3,53.12,12.27,27.36,187,9.02,Manhattan
2019-01-25,4,52.2,12.21,16.41,184,9.493,Manhattan
2019-01-25,5,51.97,12.5,17.03,182,6.675,Manhattan
2019-01-25,6,52.07,12.13,17.2,178,8.536,Manhattan
2019-01-25,7,52.34,13.16,30.85,178,4.828,Manhattan
2019-01-25,8,52.85,14.83,31.96,177,6.659,Manhattan
2019-01-25,9,52.62,17.11,37.45,177,3.832,Manhattan
2019-01-25,10,53.26,19.29,46.27,176,10,Manhattan
2019-01-25,11,54.21,18.45,44.61,187,6.331,Manhattan
2019-01-25,12,55.74,17.74,40.48,196,4.966,Manhattan
2019-01-25,13,57.25,16.21,32.63,184,3.982,Manhattan
2019-01-25,14,56.45,14.8,30.06,121,4.353,Manhattan
2019-01-25,15,53.93,13.64,24.97,12,5.581,Manhattan
2019-01-25,16,51.28,14.23,23.62,304,6.594,Manhattan
2019-01-25,17,46.95,13.72,21.92,294,10,Manhattan
2019-01-25,18,45.0,16.56,23.84,297,10,Manhattan
2019-01-25,19,41.08,14.77,21.35,302,10,Manhattan
2019-01-25,20,39.71,12.61,21.22,295,10,Manhattan
2019-01-25,21,39.36,12.38,21.59,294,10,Manhattan
2019-01-25,22,37.59,14.93,23.89,297,10,Manhattan
2019-01-25,23,35.59,10.51,18.67,286,10,Manhattan
2019-01-26,0,34.95,9.09,17.23,284,10,Manhattan
2019-01-26,1,34.87,7.84,13.85,294,10,Manhattan
2019-01-26,2,34.65,7.6,14.37,345,10,Manhattan
2019-01-26,3,34.16,6.85,13.0,226,10,Manhattan
2019-01-26,4,33.19,5.46,9.97,275,10,Manhattan
2019-01-26,5,33.19,5.71,10.02,273,10,Manhattan
2019-01-26,6,33.06,6.15,10.13,254,10,Manhattan
2019-01-26,7,33.7,5.14,8.17,254,10,Manhattan
2019-01-26,8,34.3,7.25,13.12,249,10,Manhattan
2019-01-26,9,35.13,8.81,15.47,258,10,Manhattan
2019-01-26,10,36.07,10.79,18.31,272,10,Manhattan
2019-01-26,11,37.54,11.69,18.38,265,10,Manhattan
2019-01-26,12,38.2,12.85,19.95,276,10,Manhattan
2019-01-26,13,38.74,14.54,23.22,269,10,Manhattan
2019-01-26,14,37.89,15.4,24.61,270,10,Manhattan
2019-01-26,15,37.08,15.43,24.02,274,10,Manhattan
2019-01-26,16,36.43,15.3,23.18,270,10,Manhattan
2019-01-26,17,34.87,12.7,20.55,268,10,Manhattan
2019-01-26,18,34.1,10.47,19.62,264,10,Manhattan
2019-01-26,19,33.83,8.94,14.74,260,10,Manhattan
2019-01-26,20,32.93,8.14,13.54,262,10,Manhattan
2019-01-26,21,31.87,8.78,13.73,288,10,Manhattan
2019-01-26,22,29.83,9.17,13.76,281,10,Manhattan
2019-01-26,23,28.95,8.77,12.43,275,10,Manhattan
2019-01-27,0,27.74,7.57,12.51,273,10,Manhattan
2019-01-27,1,26.88,6.54,9.46,284,10,Manhattan
2019-01-27,2,25.72,6.02,7.99,270,10,Manhattan
2019-01-27,3,25.27,6.0,7.45,264,10,Manhattan
2019-01-27,4,24.39,5.9,7.1,271,10,Manhattan
2019-01-27,5,23.53,5.72,8.82,276,10,Manhattan
2019-01-27,6,22.86,4.76,7.45,231,10,Manhattan
2019-01-27,7,22.88,3.84,6.51,258,10,Manhattan
2019-01-27,8,23.73,3.29,6.45,290,10,Manhattan
2019-01-27,9,25.5,5.2,10.95,245,10,Manhattan
2019-01-27,10,27.31,5.99,12.07,282,10,Manhattan
2019-01-27,11,29.04,6.35,11.56,276,10,Manhattan
2019-01-27,12,31.21,7.55,13.88,234,10,Manhattan
2019-01-27,13,32.89,8.7,15.32,231,10,Manhattan
2019-01-27,14,34.12,8.78,15.44,227,10,Manhattan
2019-01-27,15,34.34,8.54,12.79,218,10,Manhattan
2019-01-27,16,34.28,7.0,12.19,220,10,Manhattan
2019-01-27,17,33.42,5.13,8.11,203,10,Manhattan
2019-01-27,18,33.1,3.9,5.41,196,10,Manhattan
2019-01-27,19,33.1,1.85,3.4,193,10,Manhattan
2019-01-27,20,32.17,2.5,3.35,173,10,Manhattan
2019-01-27,21,32.18,2.13,2.63,142,10,Manhattan
2019-01-27,22,31.63,3.63,3.63,147,10,Manhattan
2019-01-27,23,30.52,3.81,5.7,141,10,Manhattan
2019-01-28,0,30.29,4.02,7.19,127,10,Manhattan
2019-01-28,1,30.64,3.96,7.57,125,10,Manhattan
2019-01-28,2,30.6,4.42,8.05,120,10,Manhattan
2019-01-28,3,30.84,4.03,8.21,118,10,Manhattan
2019-01-28,4,29.13,4.39,11.67,120,10,Manhattan
2019-01-28,5,31.55,4.6,10.48,114,10,Manhattan
2019-01-28,6,30.77,4.78,12.39,107,10,Manhattan
2019-01-28,7,33.21,4.4,10.41,126,10,Manhattan
2019-01-28,8,36.17,6.05,13.78,151,10,Manhattan
2019-01-28,9,40.32,10.21,17.32,172,10,Manhattan
2019-01-28,10,42.79,13.66,21.24,181,10,Manhattan
2019-01-28,11,44.89,14.93,23.6,190,10,Manhattan
2019-01-28,12,46.8,14.85,20.98,194,10,Manhattan
2019-01-28,13,47.66,13.65,20.63,202,10,Manhattan
2019-01-28,14,48.47,13.48,19.03,214,10,Manhattan
2019-01-28,15,47.97,12.33,20.41,219,10,Manhattan
2019-01-28,16,46.82,10.99,15.94,223,10,Manhattan
2019-01-28,17,45.52,8.46,14.72,227,10,Manhattan
2019-01-28,18,44.8,6.63,13.3,233,10,Manhattan
2019-01-28,19,43.84,4.63,9.23,233,10,Manhattan
2019-01-28,20,41.74,4.8,6.2,227,10,Manhattan
2019-01-28,21,42.1,6.48,11.67,349,10,Manhattan
2019-01-28,22,40.9,6.21,12.13,298,10,Manhattan
2019-01-28,23,38.71,6.99,15.72,283,10,Manhattan
2019-01-29,0,37.66,7.33,12.62,301,10,Manhattan
2019-01-29,1,36.35,6.77,12.15,303,10,Manhattan
2019-01-29,2,35.14,7.65,12.97,305,10,Manhattan
2019-01-29,3,33.47,8.15,14.77,319,10,Manhattan
2019-01-29,4,31.05,9.1,12.87,336,10,Manhattan
2019-01-29,5,29.51,8.39,11.51,349,10,Manhattan
2019-01-29,6,28.04,9.56,11.26,2,10,Manhattan
2019-01-29,7,26.65,9.15,10.68,4,10,Manhattan
2019-01-29,8,25.73,8.79,10.77,9,10,Manhattan
2019-01-29,9,25.16,10.07,11.7,22,10,Manhattan
2019-01-29,10,26.98,8.43,10.61,21,10,Manhattan
2019-01-29,11,27.2,7.65,8.88,25,10,Manhattan
2019-01-29,12,27.58,7.88,9.46,12,10,Manhattan
2019-01-29,13,28.19,6.69,6.73,9,10,Manhattan
2019-01-29,14,29.23,6.66,7.28,23,10,Manhattan
2019-01-29,15,30.29,6.55,6.65,22,10,Manhattan
2019-01-29,16,29.97,6.35,6.55,19,10,Manhattan
2019-01-29,17,29.23,5.29,6.25,18,10,Manhattan
2019-01-29,18,28.22,4.13,4.23,18,10,Manhattan
2019-01-29,19,27.42,3.22,3.22,344,10,Manhattan
2019-01-29,20,27.11,4.65,4.65,6,10,Manhattan
2019-01-29,21,26.43,3.05,4.02,3,10,Manhattan
2019-01-29,22,25.0,4.35,5.75,6,10,Manhattan
2019-01-29,23,24.56,4.23,5.15,30,10,Manhattan
2019-01-30,0,24.2,4.43,5.57,55,10,Manhattan
2019-01-30,1,24.76,4.1,4.15,44,10,Manhattan
2019-01-30,2,24.64,3.3,4.64,39,10,Manhattan
2019-01-30,3,24.58,3.68,4.21,45,10,Manhattan
2019-01-30,4,24.62,3.62,5.93,53,10,Manhattan
2019-01-30,5,24.77,3.4,6.44,50,10,Manhattan
2019-01-30,6,25.37,4.33,8.07,61,10,Manhattan
2019-01-30,7,26.75,4.91,7.59,54,10,Manhattan
2019-01-30,8,28.53,4.57,8.09,53,10,Manhattan
2019-01-30,9,30.64,4.16,7.44,69,9.987,Manhattan
2019-01-30,10,32.91,4.74,8.55,72,9.617,Manhattan
2019-01-30,11,35.43,5.26,9.14,94,7.174,Manhattan
2019-01-30,12,37.53,5.78,12.93,99,8.378,Manhattan
2019-01-30,13,40.75,5.87,11.34,140,10,Manhattan
2019-01-30,14,41.1,7.44,15.47,134,10,Manhattan
2019-01-30,15,42.0,9.26,19.37,141,9.504,Manhattan
2019-01-30,16,41.28,9.75,20.45,139,7.208,Manhattan
2019-01-30,17,41.46,9.48,21.5,154,5.275,Manhattan
2019-01-30,18,41.91,8.8,20.12,170,5.665,Manhattan
2019-01-30,19,41.72,7.72,15.44,193,2.717,Manhattan
2019-01-30,20,38.6,9.33,15.2,240,7.449,Manhattan
2019-01-30,21,36.93,6.76,12.04,279,8.155,Manhattan
2019-01-30,22,35.95,6.06,10.28,254,5.491,Manhattan
2019-01-30,23,35.57,8.8,11.72,242,6.792,Manhattan
2019-01-31,0,34.99,9.66,15.56,313,7.373,Manhattan
2019-01-31,1,33.68,11.46,16.48,284,10,Manhattan
2019-01-31,2,29.86,12.99,18.84,280,10,Manhattan
2019-01-31,3,26.31,13.47,18.58,288,10,Manhattan
2019-01-31,4,23.94,13.16,22.94,292,10,Manhattan
2019-01-31,5,22.31,11.76,19.05,289,10,Manhattan
2019-01-31,6,21.24,10.18,18.01,283,10,Manhattan
2019-01-31,7,20.12,9.28,15.55,289,10,Manhattan
2019-01-31,8,20.44,8.64,14.16,329,10,Manhattan
2019-01-31,9,22.02,8.44,11.61,236,10,Manhattan
2019-01-31,10,23.71,7.79,12.62,259,10,Manhattan
2019-01-31,11,25.44,7.92,14.87,243,10,Manhattan
2019-01-31,12,28.04,10.37,16.16,221,10,Manhattan
2019-01-31,13,30.69,11.79,21.44,205,10,Manhattan
2019-01-31,14,32.96,15.88,23.7,217,10,Manhattan
2019-01-31,15,32.55,18.07,30.73,247,10,Manhattan
2019-01-31,16,25.23,18.7,26.43,267,6.311,Manhattan
2019-01-31,17,22.18,20.2,31.25,177,8.829,Manhattan
2019-01-31,18,16.62,18.32,31.41,19,10,Manhattan
2019-01-31,19,12.08,18.94,32.41,288,10,Manhattan
2019-01-31,20,10.42,17.66,28.81,280,10,Manhattan
2019-01-31,21,9.51,15.15,24.13,285,10,Manhattan
2019-01-31,22,8.14,14.2,22.27,292,10,Manhattan
2019-01-31,23,7.1,13.12,20.79,294,10,Manhattan
2019-02-01,0,6.13,12.05,15.6,288,10,Manhattan
2019-02-01,1,5.37,11.66,15.69,281,10,Manhattan
2019-02-01,2,4.35,11.22,16.45,274,10,Manhattan
2019-02-01,3,3.96,11.39,19.13,275,10,Manhattan
2019-02-01,4,3.33,11.01,15.54,272,10,Manhattan
2019-02-01,5,2.86,10.39,15.15,282,10,Manhattan
2019-02-01,6,2.33,10.97,17.75,256,10,Manhattan
2019-02-01,7,2.97,10.45,16.25,268,10,Manhattan
2019-02-01,8,3.43,11.22,16.71,269,10,Manhattan
2019-02-01,9,4.92,12.73,18.63,262,10,Manhattan
2019-02-01,10,7.29,12.14,16.31,274,10,Manhattan
2019-02-01,11,9.28,11.44,14.77,287,10,Manhattan
2019-02-01,12,12.45,11.73,16.34,260,10,Manhattan
2019-02-01,13,14.18,11.05,15.69,273,10,Manhattan
2019-02-01,14,15.25,11.39,15.64,270,10,Manhattan
2019-02-01,15,16.07,11.73,16.8,261,10,Manhattan
2019-02-01,16,16.44,12.42,17.1,256,10,Manhattan
2019-02-01,17,15.78,11.96,15.11,256,10,Manhattan
2019-02-01,18,15.09,11.57,18.56,258,10,Manhattan
2019-02-01,19,14.46,10.12,16.56,257,10,Manhattan
2019-02-01,20,14.1,9.01,16.49,247,10,Manhattan
2019-02-01,21,13.79,8.08,16.5,263,10,Manhattan
2019-02-01,22,13.72,7.88,13.57,257,10,Manhattan
2019-02-01,23,13.11,5.41,12.73,249,10,Manhattan
2019-02-02,0,12.89,5.54,13.43,251,10,Manhattan
2019-02-02,1,12.98,5.66,9.58,272,10,Manhattan
2019-02-02,2,12.29,5.95,9.74,277,10,Manhattan
2019-02-02,3,12.06,6.02,10.48,282,10,Manhattan
2019-02-02,4,10.9,5.69,10.36,286,10,Manhattan
2019-02-02,5,10.18,4.82,7.79,316,9.505,Manhattan
2019-02-02,6,10.03,4.98,7.16,260,10,Manhattan
2019-02-02,7,10.28,4.2,5.19,280,10,Manhattan
2019-02-02,8,11.11,4.39,5.74,281,10,Manhattan
2019-02-02,9,12.52,5.03,7.57,279,10,Manhattan
2019-02-02,10,14.36,5.02,6.63,277,10,Manhattan
2019-02-02,11,15.35,6.06,7.49,279,10,Manhattan
2019-02-02,12,16.55,5.49,6.05,267,10,Manhattan
2019-02-02,13,17.93,4.29,5.09,289,10,Manhattan
2019-02-02,14,19.06,3.35,6.83,279,10,Manhattan
2019-02-02,15,19.95,3.03,7.58,277,10,Manhattan
2019-02-02,16,20.62,3.58,6.68,267,10,Manhattan
2019-02-02,17,21.06,3.89,5.94,288,10,Manhattan
2019-02-02,18,20.4,3.26,3.45,237,10,Manhattan
2019-02-02,19,20.45,3.52,3.52,270,10,Manhattan
2019-02-02,20,19.7,4.14,4.98,275,10,Manhattan
2019-02-02,21,19.17,4.19,5.52,284,10,Manhattan
2019-02-02,22,18.1,4.51,6.78,285,10,Manhattan
2019-02-02,23,17.6,4.22,6.31,282,10,Manhattan
2019-02-03,0,16.98,4.36,6.54,299,10,Manhattan
2019-02-03,1,16.27,4.39,4.75,301,10,Manhattan
2019-02-03,2,15.99,4.06,4.91,305,10,Manhattan
2019-02-03,3,15.75,4.06,4.4,296,10,Manhattan
2019-02-03,4,15.43,4.15,4.31,299,10,Manhattan
2019-02-03,5,15.05,4.01,5.82,315,10,Manhattan
2019-02-03,6,14.63,2.86,4.6,320,10,Manhattan
2019-02-03,7,15.34,1.79,2.25,345,10,Manhattan
2019-02-03,8,17.3,2.33,2.33,96,10,Manhattan
2019-02-03,9,20.39,3.62,4.23,172,10,Manhattan
2019-02-03,10,23.28,6.34,8.52,220,10,Manhattan
2019-02-03,11,25.57,9.13,12.46,228,10,Manhattan
2019-02-03,12,27.63,11.78,16.58,229,10,Manhattan
2019-02-03,13,29.18,11.86,16.49,225,10,Manhattan
2019-02-03,14,31.34,12.78,17.86,230,10,Manhattan
2019-02-03,15,33.09,12.62,17.42,234,10,Manhattan
2019-02-03,16,33.61,11.78,18.57,239,10,Manhattan
2019-02-03,17,32.86,12.17,18.2,235,10,Manhattan
2019-02-03,18,32.42,11.47,19.46,238,10,Manhattan
2019-02-03,19,31.5,10.4,17.4,233,10,Manhattan
2019-02-03,20,31.5,10.1,21.97,240,10,Manhattan
2019-02-03,21,31.18,10.03,19.65,244,10,Manhattan
2019-02-03,22,31.07,8.67,19.47,245,10,Manhattan
2019-02-03,23,30.66,8.69,17.2,240,10,Manhattan
2019-02-04,0,30.52,7.64,13.7,237,10,Manhattan
2019-02-04,1,31.13,7.52,13.96,234,10,Manhattan
2019-02-04,2,30.96,6.21,11.0,238,10,Manhattan
2019-02-04,3,30.22,5.62,8.66,232,10,Manhattan
2019-02-04,4,29.9,4.86,6.94,252,10,Manhattan
2019-02-04,5,29.51,3.47,5.16,261,9.934,Manhattan
2019-02-04,6,29.08,3.27,4.37,279,10,Manhattan
2019-02-04,7,29.4,2.93,3.66,268,10,Manhattan
2019-02-04,8,28.02,2.38,2.71,265,10,Manhattan
2019-02-04,9,31.49,2.89,3.45,259,10,Manhattan
2019-02-04,10,38.29,2.15,4.09,242,10,Manhattan
2019-02-04,11,41.87,2.97,4.86,243,10,Manhattan
2019-02-04,12,46.17,2.51,4.42,253,10,Manhattan
2019-02-04,13,49.67,2.54,4.46,234,10,Manhattan
2019-02-04,14,51.4,3.2,6.2,201,10,Manhattan
2019-02-04,15,51.13,4.33,4.5,184,10,Manhattan
2019-02-04,16,50.35,5.87,6.24,174,10,Manhattan
2019-02-04,17,45.31,5.75,6.76,171,10,Manhattan
2019-02-04,18,42.49,4.91,6.99,164,10,Manhattan
2019-02-04,19,41.29,4.65,6.65,176,10,Manhattan
2019-02-04,20,41.33,4.1,6.24,195,10,Manhattan
2019-02-04,21,40.73,3.16,4.62,208,10,Manhattan
2019-02-04,22,39.9,2.7,3.66,229,10,Manhattan
2019-02-04,23,38.62,2.98,3.57,208,10,Manhattan
2019-02-05,0,38.22,2.72,3.37,213,10,Manhattan
2019-02-05,1,37.75,2.67,3.12,215,10,Manhattan
2019-02-05,2,37.57,2.99,3.46,226,10,Manhattan
2019-02-05,3,36.92,2.82,3.25,251,10,Manhattan
2019-02-05,4,31.93,3.0,3.44,253,10,Manhattan
2019-02-05,5,31.28,2.56,2.79,248,10,Manhattan
2019-02-05,6,30.79,2.02,2.5,247,10,Manhattan
2019-02-05,7,32.43,2.39,2.78,241,10,Manhattan
2019-02-05,8,37.1,2.37,2.93,253,9.611,Manhattan
2019-02-05,9,37.74,2.5,4.45,238,10,Manhattan
2019-02-05,10,43.96,3.23,4.44,227,10,Manhattan
2019-02-05,11,48.32,4.05,5.64,223,10,Manhattan
2019-02-05,12,54.19,5.23,5.37,208,10,Manhattan
2019-02-05,13,56.05,6.5,6.67,195,10,Manhattan
2019-02-05,14,58.17,6.14,7.13,187,10,Manhattan
2019-02-05,15,58.83,6.47,7.65,180,10,Manhattan
2019-02-05,16,56.64,5.88,8.69,174,10,Manhattan
2019-02-05,17,52.15,4.63,6.46,167,10,Manhattan
2019-02-05,18,47.29,4.65,5.94,164,10,Manhattan
2019-02-05,19,47.1,3.66,4.66,150,10,Manhattan
2019-02-05,20,46.08,2.86,4.04,159,10,Manhattan
2019-02-05,21,45.04,2.49,3.41,147,10,Manhattan
2019-02-05,22,43.23,2.24,3.14,150,10,Manhattan
2019-02-05,23,42.63,2.53,2.8,162,10,Manhattan
2019-02-06,0,42.48,2.17,2.97,173,10,Manhattan
2019-02-06,1,38.64,1.93,2.71,193,10,Manhattan
2019-02-06,2,38.21,2.31,2.31,132,10,Manhattan
2019-02-06,3,36.19,2.28,3.03,215,10,Manhattan
2019-02-06,4,34.67,2.52,2.65,264,10,Manhattan
2019-02-06,5,35.11,2.95,2.95,274,10,Manhattan
2019-02-06,6,34.44,2.64,2.64,197,10,Manhattan
2019-02-06,7,36.52,2.2,2.67,198,10,Manhattan
2019-02-06,8,38.7,2.54,2.7,244,10,Manhattan
2019-02-06,9,41.56,3.83,4.44,219,10,Manhattan
2019-02-06,10,45.49,4.63,6.92,221,10,Manhattan
2019-02-06,11,48.05,5.16,7.6,218,10,Manhattan
2019-02-06,12,55.21,5.01,8.7,239,10,Manhattan
2019-02-06,13,59.8,4.38,7.58,223,10,Manhattan
2019-02-06,14,62.97,4.04,7.88,214,10,Manhattan
2019-02-06,15,64.37,4.75,7.11,296,10,Manhattan
2019-02-06,16,64.07,3.79,7.55,267,10,Manhattan
2019-02-06,17,62.5,4.88,7.53,278,10,Manhattan
2019-02-06,18,59.61,5.65,8.98,318,10,Manhattan
2019-02-06,19,53.54,4.37,5.24,312,10,Manhattan
2019-02-06,20,51.69,5.61,8.29,308,10,Manhattan
2019-02-06,21,53.66,8.18,13.55,335,10,Manhattan
2019-02-06,22,49.69,8.47,14.9,351,10,Manhattan
2019-02-06,23,46.28,8.54,16.9,356,10,Manhattan
2019-02-07,0,45.75,6.67,17.61,345,10,Manhattan
2019-02-07,1,42.21,5.02,6.29,0,10,Manhattan
2019-02-07,2,40.37,3.74,6.29,359,10,Manhattan
2019-02-07,3,39.25,4.73,7.36,11,10,Manhattan
2019-02-07,4,38.17,5.65,8.39,12,10,Manhattan
2019-02-07,5,37.13,5.52,8.58,20,10,Manhattan
2019-02-07,6,36.0,5.72,9.28,25,10,Manhattan
2019-02-07,7,35.39,4.77,5.97,30,10,Manhattan
2019-02-07,8,36.34,3.92,5.44,26,10,Manhattan
2019-02-07,9,38.33,4.01,6.66,41,10,Manhattan
2019-02-07,10,40.56,4.87,7.49,58,10,Manhattan
2019-02-07,11,41.77,4.77,9.11,75,10,Manhattan
2019-02-07,12,44.39,6.04,6.65,84,10,Manhattan
2019-02-07,13,45.8,5.96,5.96,113,10,Manhattan
2019-02-07,14,45.47,7.3,7.3,129,10,Manhattan
