Date,Hour,Temperature,Windspeed,Windgust,Windbearing,Visibility,Borough
2019-12-30,16,41.89,5.49,8.03,67,10,Manhattan
2019-12-30,17,41.12,5.07,9.58,58,9.15,Manhattan
2019-12-30,18,40.45,5.22,10.85,85,7.118,Manhattan
2019-12-30,19,40.35,6.33,8.27,61,4.916,Manhattan
2019-12-30,20,40.29,6.84,9.53,64,4.576,Manhattan
2019-12-30,21,40.09,6.96,16.38,64,4.752,Manhattan
2019-12-30,22,40.22,7.71,13.23,57,4.847,Manhattan
2019-12-30,23,40.56,7.81,13.52,63,4.993,Manhattan
2019-12-31,0,41.42,6.92,14.58,61,5.5,Manhattan
2019-12-31,1,41.49,8.31,13.87,52,5.029,Manhattan
2019-12-31,2,40.95,9.45,14.16,52,5.302,Manhattan
2019-12-31,3,40.36,12.52,17.37,50,4.441,Manhattan
2019-12-31,4,39.3,13.03,19.99,56,4.724,Manhattan
2019-12-31,5,38.81,13.97,20.34,58,4.404,Manhattan
2019-12-31,6,39.17,10.59,21.09,60,4.462,Manhattan
2019-12-31,7,39.77,11.82,20.32,69,4.482,Manhattan
2019-12-31,8,39.81,11.21,22.11,67,4.897,Manhattan
2019-12-31,9,39.82,14.21,21.51,61,3.913,Manhattan
2019-12-31,10,40.14,13.64,25.26,68,6.233,Manhattan
2019-12-31,11,41.03,13.83,21.25,69,5.102,Manhattan
2019-12-31,12,41.14,12.69,22.06,65,3.615,Manhattan
2019-12-31,13,41.03,14.17,21.51,71,4.132,Manhattan
2019-12-31,14,41.1,14.24,21.08,64,3.48,Manhattan
2019-12-31,15,40.59,15.63,23.29,64,3.312,Manhattan
2019-12-31,16,40.99,9.51,17.15,31,3.877,Manhattan
2019-12-31,17,40.33,14.54,24.2,37,4.231,Manhattan
2019-12-31,18,39.82,14.92,31.92,44,7.726,Manhattan
2019-12-31,19,38.87,14.01,27.24,50,7.986,Manhattan
2019-12-31,20,38.72,14.61,22.58,42,9.568,Manhattan
2019-12-31,21,38.1,12.63,21.41,21,9.91,Manhattan
2019-12-31,22,37.75,11.74,17.4,30,6.92,Manhattan
2019-12-31,23,37.83,12.23,19.17,40,8.862,Manhattan
2019-01-20,0,35.08,9.33,9.33,301,10,Queens
2019-01-20,1,34.24,8.34,8.34,309,10,Queens
2019-01-20,2,33.96,8.52,8.52,316,10,Queens
2019-01-20,3,33.61,8.49,8.49,313,10,Queens
2019-01-20,4,32.78,6.84,6.84,321,10,Queens
2019-01-20,5,30.58,6.78,6.78,327,10,Queens
2019-01-20,6,30.23,6.74,6.74,338,10,Queens
2019-01-20,7,31.41,5.25,5.25,9,10,Queens
2019-01-20,8,31.83,3.14,4.14,23,10,Queens
2019-01-20,9,34.09,5.08,5.08,30,10,Queens
2019-01-20,10,35.64,5.48,5.48,55,10,Queens
2019-01-20,11,37.06,7.83,7.83,87,10,Queens
2019-01-20,12,37.53,8.82,8.82,100,10,Queens
2019-01-20,13,37.85,10.08,10.08,101,10,Queens
2019-01-20,14,37.21,9.58,9.58,104,10,Queens
2019-01-20,15,37.43,8.57,8.57,97,10,Queens
2019-01-20,16,37.14,9.82,9.82,93,10,Queens
2019-01-20,17,37.93,9.75,9.75,92,10,Queens
2019-01-20,18,38.01,10.72,10.72,90,10,Queens
2019-01-20,19,38.25,11.01,11.01,92,8.489,Queens
2019-01-20,20,38.74,14.63,14.63,104,9.678,Queens
2019-01-20,21,37.71,16.46,16.46,93,6.077,Queens
2019-01-20,22,37.25,15.89,15.89,87,4.584,Queens
2019-01-20,23,36.48,17.65,17.65,83,4.631,Queens
2019-01-21,0,36.61,16.52,17.81,81,2.995,Queens
2019-01-21,1,36.72,13.28,14.96,65,2.831,Queens
2019-01-21,2,37.89,13.02,13.02,65,2.578,Queens
2019-01-21,3,38.26,13.99,13.99,58,4.767,Queens
2019-01-21,4,38.21,12.06,12.06,48,6.21,Queens
2019-01-21,5,39.16,14.25,14.25,62,6.759,Queens
2019-01-21,6,39.49,13.36,13.36,75,7.135,Queens
2019-01-21,7,38.88,12.95,12.95,67,5.53,Queens
2019-01-21,8,39.65,10.84,10.84,93,5.339,Queens
2019-01-21,9,43.23,10.74,10.74,122,3.911,Queens
2019-01-21,10,45.58,9.8,9.8,136,3.351,Queens
2019-01-21,11,47.27,13.74,13.74,146,8.222,Queens
2019-01-21,12,41.77,16.16,16.16,303,7.484,Queens
2019-01-21,13,38.4,15.4,15.4,330,10,Queens
2019-01-21,14,37.77,18.41,18.41,315,10,Queens
2019-01-21,15,34.05,21.0,21.0,316,10,Queens
2019-01-21,16,30.67,22.6,22.6,312,10,Queens
2019-01-21,17,27.41,23.03,23.03,312,10,Queens
2019-01-21,18,23.75,25.12,34.88,314,10,Queens
2019-01-21,19,20.72,25.01,25.01,308,10,Queens
2019-01-21,20,18.64,25.77,25.77,315,10,Queens
2019-01-21,21,17.38,26.2,39.89,315,10,Queens
2019-01-21,22,16.83,25.3,36.37,314,10,Queens
2019-01-21,23,16.3,24.43,24.43,311,10,Queens
2019-01-22,0,15.83,24.72,24.72,310,10,Queens
2019-01-22,1,14.86,21.11,21.11,309,10,Queens
2019-01-22,2,13.18,22.33,36.8,305,10,Queens
2019-01-22,3,11.57,24.75,35.77,307,10,Queens
2019-01-22,4,10.22,23.57,34.1,302,10,Queens
2019-01-22,5,9.46,23.24,34.07,297,10,Queens
2019-01-22,6,7.97,22.74,33.19,301,10,Queens
2019-01-22,7,6.41,21.82,34.73,296,10,Queens
2019-01-22,8,5.98,23.5,32.57,296,10,Queens
2019-01-22,9,6.83,24.3,32.13,302,10,Queens
2019-01-22,10,7.54,23.73,36.36,300,10,Queens
2019-01-22,11,9.94,23.07,23.07,295,10,Queens
2019-01-22,12,10.88,23.28,23.28,295,10,Queens
2019-01-22,13,12.22,24.88,39.25,295,10,Queens
2019-01-22,14,12.96,25.13,40.18,300,10,Queens
2019-01-22,15,15.08,24.83,24.83,304,10,Queens
2019-01-22,16,15.62,25.61,41.0,297,10,Queens
2019-01-22,17,14.57,26.23,38.06,302,10,Queens
2019-01-22,18,13.41,25.08,41.49,303,10,Queens
2019-01-22,19,12.76,24.0,40.06,308,10,Queens
2019-01-22,20,12.76,25.47,40.57,305,10,Queens
2019-01-22,21,13.58,25.07,38.85,303,10,Queens
2019-01-22,22,13.75,24.26,39.77,305,10,Queens
2019-01-22,23,13.9,22.88,34.97,308,10,Queens
2019-01-23,0,14.81,20.84,35.35,304,10,Queens
2019-01-23,1,15.11,17.7,30.92,309,10,Queens
2019-01-23,2,15.05,18.05,28.25,304,10,Queens
2019-01-23,3,15.08,16.78,16.78,304,10,Queens
2019-01-23,4,15.41,15.77,15.77,292,10,Queens
2019-01-23,5,16.1,17.93,17.93,292,10,Queens
2019-01-23,6,16.11,16.91,16.91,296,10,Queens
2019-01-23,7,16.15,15.86,15.86,307,10,Queens
2019-01-23,8,16.4,12.84,12.84,305,10,Queens
2019-01-23,9,17.76,13.67,13.67,315,10,Queens
2019-01-23,10,20.66,10.45,10.45,314,10,Queens
2019-01-23,11,22.52,9.18,9.18,316,10,Queens
2019-01-23,12,25.29,9.29,9.29,298,10,Queens
2019-01-23,13,27.39,8.86,8.86,306,10,Queens
2019-01-23,14,28.95,7.78,7.78,303,10,Queens
2019-01-23,15,29.6,5.77,5.77,285,10,Queens
2019-01-23,16,30.23,4.91,4.91,295,10,Queens
2019-01-23,17,29.29,4.93,4.93,243,10,Queens
2019-01-23,18,28.06,5.8,5.8,220,10,Queens
2019-01-23,19,28.07,5.73,5.73,221,10,Queens
2019-01-23,20,28.69,5.3,5.3,228,10,Queens
2019-01-23,21,28.07,5.19,6.9,193,10,Queens
2019-01-23,22,28.37,6.57,6.57,188,10,Queens
2019-01-23,23,29.19,9.38,9.38,193,10,Queens
2019-01-24,0,30.17,10.34,10.34,207,10,Queens
2019-01-24,1,29.82,13.03,13.03,200,10,Queens
2019-01-24,2,30.64,14.57,14.57,207,10,Queens
2019-01-24,3,31.13,13.28,13.28,208,10,Queens
2019-01-24,4,31.38,14.17,14.17,209,10,Queens
2019-01-24,5,31.77,14.71,14.71,204,10,Queens
2019-01-24,6,32.02,14.63,14.63,210,10,Queens
2019-01-24,7,32.44,12.28,12.28,210,10,Queens
2019-01-24,8,33.89,12.4,12.4,204,10,Queens
2019-01-24,9,35.31,11.74,13.5,209,10,Queens
2019-01-24,10,35.95,10.34,13.82,205,10,Queens
2019-01-24,11,37.51,11.68,14.37,210,10,Queens
2019-01-24,12,37.92,10.14,14.08,209,10,Queens
2019-01-24,13,39.41,9.66,9.66,202,10,Queens
2019-01-24,14,39.97,9.67,9.67,187,10,Queens
2019-01-24,15,40.85,9.59,9.59,180,10,Queens
2019-01-24,16,41.75,9.77,9.77,181,10,Queens
2019-01-24,17,41.57,10.01,10.98,176,10,Queens
2019-01-24,18,42.51,11.05,11.97,182,10,Queens
2019-01-24,19,42.58,11.03,11.03,184,10,Queens
2019-01-24,20,42.97,12.01,12.77,188,10,Queens
2019-01-24,21,44.29,14.19,16.05,185,10,Queens
2019-01-24,22,44.77,14.04,20.08,189,10,Queens
2019-01-24,23,45.24,13.04,20.96,187,10,Queens
2019-01-25,0,46.59,18.1,20.8,194,10,Queens
2019-01-25,1,47.26,18.32,18.32,191,10,Queens
2019-01-25,2,48.11,19.76,32.64,186,8.325,Queens
2019-01-25,3,48.91,18.87,18.87,185,8.071,Queens
2019-01-25,4,48.52,16.75,16.75,184,5.227,Queens
2019-01-25,5,47.79,18.09,20.72,178,7.091,Queens
2019-01-25,6,48.15,20.23,21.86,182,3.251,Queens
2019-01-25,7,48.01,19.39,19.39,180,1.264,Queens
2019-01-25,8,47.96,18.78,20.29,175,1.73,Queens
2019-01-25,9,48.37,18.92,23.33,176,3.124,Queens
2019-01-25,10,49.57,23.11,27.52,180,6.264,Queens
2019-01-25,11,50.1,22.1,28.25,186,5.08,Queens
2019-01-25,12,52.32,23.15,26.99,196,4.153,Queens
2019-01-25,13,52.54,22.93,22.93,184,1.975,Queens
2019-01-25,14,51.53,21.04,36.35,167,3.831,Queens
2019-01-25,15,50.31,12.31,15.3,282,3.281,Queens
2019-01-25,16,51.84,16.9,16.9,291,5.315,Queens
2019-01-25,17,48.2,15.25,15.25,306,8.535,Queens
2019-01-25,18,45.87,18.58,18.58,290,9.434,Queens
2019-01-25,19,42.73,18.12,28.11,300,10,Queens
2019-01-25,20,40.8,19.24,19.24,297,10,Queens
2019-01-25,21,39.27,17.21,17.21,291,10,Queens
2019-01-25,22,38.71,18.4,18.4,288,10,Queens
2019-01-25,23,36.08,17.88,17.88,290,10,Queens
2019-01-26,0,35.4,17.78,17.78,290,10,Queens
2019-01-26,1,35.3,15.45,15.45,294,10,Queens
2019-01-26,2,34.2,12.16,12.16,294,10,Queens
2019-01-26,3,33.9,11.75,11.75,289,10,Queens
2019-01-26,4,33.15,9.73,9.73,277,10,Queens
2019-01-26,5,32.87,10.74,10.74,310,10,Queens
2019-01-26,6,32.71,10.5,10.5,240,10,Queens
2019-01-26,7,33.95,9.82,9.82,277,10,Queens
2019-01-26,8,34.25,10.08,10.08,261,10,Queens
2019-01-26,9,35.53,11.41,11.41,252,10,Queens
2019-01-26,10,36.16,13.08,13.08,263,10,Queens
2019-01-26,11,37.7,16.05,16.05,268,10,Queens
2019-01-26,12,38.7,16.52,16.52,270,10,Queens
2019-01-26,13,39.06,17.95,17.95,271,10,Queens
2019-01-26,14,38.91,21.0,21.0,265,10,Queens
2019-01-26,15,37.75,21.26,21.26,270,10,Queens
2019-01-26,16,37.35,19.68,19.68,272,10,Queens
2019-01-26,17,36.01,18.95,18.95,272,10,Queens
2019-01-26,18,34.82,14.54,14.54,276,10,Queens
2019-01-26,19,34.75,13.15,13.15,267,10,Queens
2019-01-26,20,34.08,14.12,14.12,273,10,Queens
2019-01-26,21,32.6,14.15,14.15,284,10,Queens
2019-01-26,22,30.74,13.33,13.33,282,10,Queens
2019-01-26,23,29.36,14.79,14.79,281,10,Queens
2019-01-27,0,28.86,10.86,10.86,283,10,Queens
2019-01-27,1,27.53,12.95,12.95,285,10,Queens
2019-01-27,2,27.06,10.38,10.38,285,10,Queens
2019-01-27,3,26.7,11.09,11.09,277,10,Queens
2019-01-27,4,25.52,10.68,10.68,286,10,Queens
2019-01-27,5,24.89,10.56,10.56,283,10,Queens
2019-01-27,6,24.35,9.64,9.64,265,10,Queens
2019-01-27,7,24.61,7.55,7.55,281,10,Queens
2019-01-27,8,25.12,7.58,7.58,304,10,Queens
2019-01-27,9,26.9,9.94,9.94,295,10,Queens
2019-01-27,10,29.34,9.92,9.92,302,10,Queens
2019-01-27,11,30.08,8.71,8.71,269,10,Queens
2019-01-27,12,30.86,9.71,9.71,210,10,Queens
2019-01-27,13,32.48,10.38,10.38,224,10,Queens
2019-01-27,14,33.1,9.47,9.47,218,10,Queens
2019-01-27,15,33.46,9.03,9.03,197,10,Queens
2019-01-27,16,33.34,7.88,7.88,191,10,Queens
2019-01-27,17,32.41,7.15,7.15,185,10,Queens
2019-01-27,18,33.2,5.6,5.6,182,10,Queens
2019-01-27,19,33.05,3.89,3.89,206,10,Queens
2019-01-27,20,32.64,3.7,3.7,184,10,Queens
2019-01-27,21,31.8,3.67,3.67,172,10,Queens
2019-01-27,22,31.06,4.48,4.48,154,10,Queens
2019-01-27,23,30.14,5.55,5.55,142,10,Queens
2019-01-28,0,30.73,6.17,6.17,133,10,Queens
2019-01-28,1,31.19,6.82,6.82,133,10,Queens
2019-01-28,2,32.12,8.33,8.33,131,10,Queens
2019-01-28,3,31.63,7.56,7.56,128,10,Queens
2019-01-28,4,32.82,8.79,8.79,128,10,Queens
2019-01-28,5,33.4,9.13,9.46,137,10,Queens
2019-01-28,6,34.5,11.34,11.34,144,10,Queens
2019-01-28,7,36.25,10.9,10.9,152,10,Queens
2019-01-28,8,38.39,12.46,12.46,162,10,Queens
2019-01-28,9,41.42,16.59,16.59,166,10,Queens
2019-01-28,10,42.79,19.13,19.13,174,10,Queens
2019-01-28,11,44.56,20.91,20.91,183,10,Queens
2019-01-28,12,45.22,21.48,21.48,185,10,Queens
2019-01-28,13,45.97,19.65,19.65,193,10,Queens
2019-01-28,14,46.14,18.44,18.44,195,10,Queens
2019-01-28,15,45.98,16.61,16.61,197,10,Queens
2019-01-28,16,44.58,15.55,15.55,198,10,Queens
2019-01-28,17,43.18,12.8,12.8,201,10,Queens
2019-01-28,18,42.78,11.65,11.65,203,10,Queens
2019-01-28,19,41.53,10.04,10.04,203,10,Queens
2019-01-28,20,41.18,8.54,8.54,197,10,Queens
2019-01-28,21,40.74,7.9,8.47,269,10,Queens
2019-01-28,22,40.88,8.31,8.34,275,10,Queens
2019-01-28,23,40.15,11.83,11.83,295,10,Queens
2019-01-29,0,38.71,11.36,11.36,314,10,Queens
2019-01-29,1,37.27,12.8,12.8,316,10,Queens
2019-01-29,2,35.69,12.34,12.34,302,10,Queens
2019-01-29,3,34.91,12.4,12.4,316,10,Queens
2019-01-29,4,32.48,13.92,19.35,330,10,Queens
2019-01-29,5,30.56,11.05,11.05,348,10,Queens
2019-01-29,6,28.99,13.46,13.46,354,10,Queens
2019-01-29,7,27.48,12.68,12.68,3,10,Queens
2019-01-29,8,27.02,13.48,13.48,4,10,Queens
2019-01-29,9,26.78,12.65,12.65,12,10,Queens
2019-01-29,10,27.18,11.16,11.16,14,10,Queens
2019-01-29,11,27.32,11.11,11.11,10,10,Queens
2019-01-29,12,28.53,10.54,10.54,7,10,Queens
2019-01-29,13,28.81,10.92,10.92,359,10,Queens
2019-01-29,14,30.03,8.03,8.03,23,10,Queens
2019-01-29,15,30.51,9.36,9.36,18,10,Queens
2019-01-29,16,30.66,8.58,8.58,16,10,Queens
2019-01-29,17,29.71,8.06,8.06,3,10,Queens
2019-01-29,18,28.57,5.26,5.26,37,10,Queens
2019-01-29,19,28.11,3.76,3.76,10,10,Queens
2019-01-29,20,27.92,5.24,5.24,15,10,Queens
2019-01-29,21,27.48,4.87,4.87,19,10,Queens
2019-01-29,22,26.82,6.18,6.18,11,10,Queens
2019-01-29,23,25.71,5.52,5.52,24,10,Queens
2019-01-30,0,24.8,5.82,5.82,49,10,Queens
2019-01-30,1,25.03,5.84,5.84,46,10,Queens
2019-01-30,2,25.18,4.64,4.64,47,10,Queens
2019-01-30,3,26.13,5.18,5.18,44,10,Queens
2019-01-30,4,26.16,5.15,5.15,63,10,Queens
2019-01-30,5,25.79,5.23,6.03,70,10,Queens
2019-01-30,6,27.21,7.09,7.18,82,10,Queens
2019-01-30,7,28.67,8.02,8.02,82,10,Queens
2019-01-30,8,30.54,7.49,7.56,93,10,Queens
2019-01-30,9,32.34,6.87,7.86,104,10,Queens
2019-01-30,10,35.06,6.53,6.71,102,10,Queens
2019-01-30,11,38.52,9.02,9.02,138,9.691,Queens
2019-01-30,12,39.52,10.4,10.4,136,9.653,Queens
2019-01-30,13,41.25,10.5,10.5,143,10,Queens
2019-01-30,14,41.54,12.06,12.06,133,9.995,Queens
2019-01-30,15,41.81,12.34,13.14,139,9.452,Queens
2019-01-30,16,42.09,13.04,14.36,139,8.356,Queens
2019-01-30,17,42.29,15.27,15.33,144,7.884,Queens
2019-01-30,18,42.6,15.0,16.27,152,7.767,Queens
2019-01-30,19,42.81,15.18,24.4,167,6.298,Queens
2019-01-30,20,40.15,14.81,14.81,218,5.69,Queens
2019-01-30,21,38.15,9.4,10.95,310,6.678,Queens
2019-01-30,22,37.36,8.63,8.63,266,5.654,Queens
2019-01-30,23,35.98,11.32,11.32,256,6.351,Queens
2019-01-31,0,35.56,13.63,13.63,282,8.022,Queens
2019-01-31,1,35.05,13.24,13.24,284,10,Queens
2019-01-31,2,31.02,17.3,17.3,284,10,Queens
2019-01-31,3,27.81,18.6,18.6,283,10,Queens
2019-01-31,4,25.61,17.63,31.3,293,10,Queens
2019-01-31,5,23.61,17.56,26.15,293,10,Queens
2019-01-31,6,21.9,15.33,15.33,289,10,Queens
2019-01-31,7,21.5,16.46,16.46,293,10,Queens
2019-01-31,8,21.52,15.37,15.37,299,10,Queens
2019-01-31,9,23.86,12.91,12.91,280,10,Queens
2019-01-31,10,25.4,11.34,11.34,262,10,Queens
2019-01-31,11,26.99,10.05,10.73,256,10,Queens
2019-01-31,12,28.2,12.46,12.46,206,10,Queens
2019-01-31,13,30.92,13.25,13.54,195,10,Queens
2019-01-31,14,31.9,20.67,20.67,201,10,Queens
2019-01-31,15,34.11,22.69,36.33,217,10,Queens
2019-01-31,16,29.16,26.4,36.67,257,3.438,Queens
2019-01-31,17,24.01,25.36,34.25,233,9.468,Queens
2019-01-31,18,19.64,25.45,40.75,317,10,Queens
2019-01-31,19,14.23,26.19,36.69,288,10,Queens
2019-01-31,20,12.16,23.35,32.15,283,10,Queens
2019-01-31,21,11.34,21.04,32.42,284,10,Queens
2019-01-31,22,9.56,20.6,20.6,289,10,Queens
2019-01-31,23,8.14,17.64,24.03,297,10,Queens
2019-02-01,0,7.72,17.31,23.66,287,10,Queens
2019-02-01,1,7.38,16.72,21.88,285,10,Queens
2019-02-01,2,6.2,15.9,15.9,284,10,Queens
2019-02-01,3,5.15,16.75,16.75,286,10,Queens
2019-02-01,4,5.0,16.81,16.81,281,10,Queens
2019-02-01,5,4.58,15.52,15.52,280,10,Queens
2019-02-01,6,4.2,15.23,15.23,279,10,Queens
2019-02-01,7,4.37,14.32,14.32,280,10,Queens
2019-02-01,8,4.89,15.48,15.48,282,10,Queens
2019-02-01,9,7.13,16.62,16.62,275,10,Queens
2019-02-01,10,8.94,15.55,15.55,276,10,Queens
2019-02-01,11,10.68,12.35,12.35,284,10,Queens
2019-02-01,12,12.57,15.36,15.36,270,10,Queens
2019-02-01,13,15.28,13.73,13.73,280,10,Queens
2019-02-01,14,15.93,14.13,14.13,295,10,Queens
2019-02-01,15,16.57,14.45,14.45,240,10,Queens
2019-02-01,16,16.9,15.69,15.69,266,10,Queens
2019-02-01,17,16.74,15.24,15.24,250,10,Queens
2019-02-01,18,16.62,17.61,17.61,272,10,Queens
2019-02-01,19,16.36,16.08,16.08,268,10,Queens
2019-02-01,20,16.22,14.23,14.23,271,10,Queens
2019-02-01,21,15.17,13.55,13.55,267,10,Queens
2019-02-01,22,15.01,12.7,12.7,265,10,Queens
2019-02-01,23,14.46,12.11,12.11,265,10,Queens
2019-02-02,0,14.39,11.56,11.56,277,10,Queens
2019-02-02,1,15.15,12.65,12.65,287,10,Queens
2019-02-02,2,14.97,13.24,13.24,289,10,Queens
2019-02-02,3,14.03,12.25,12.25,295,10,Queens
2019-02-02,4,12.79,11.6,11.6,300,10,Queens
2019-02-02,5,12.12,11.04,11.04,315,10,Queens
2019-02-02,6,11.76,9.48,9.48,304,10,Queens
2019-02-02,7,11.35,7.53,7.53,312,10,Queens
2019-02-02,8,12.64,6.87,6.87,316,10,Queens
2019-02-02,9,14.76,5.52,5.52,287,10,Queens
2019-02-02,10,15.88,6.5,6.5,249,10,Queens
2019-02-02,11,17.39,6.28,6.28,268,10,Queens
2019-02-02,12,17.91,7.03,7.03,278,10,Queens
2019-02-02,13,19.2,4.92,4.92,283,10,Queens
2019-02-02,14,19.71,5.91,5.91,263,10,Queens
2019-02-02,15,20.98,4.88,5.17,287,10,Queens
2019-02-02,16,21.47,6.01,6.01,241,10,Queens
2019-02-02,17,21.6,7.26,7.26,266,10,Queens
2019-02-02,18,21.44,5.98,5.98,255,10,Queens
2019-02-02,19,20.92,5.62,5.62,279,10,Queens
2019-02-02,20,20.61,6.49,6.49,274,10,Queens
2019-02-02,21,20.85,6.24,6.24,297,10,Queens
2019-02-02,22,19.51,8.07,8.07,288,10,Queens
2019-02-02,23,19.21,6.69,6.69,291,10,Queens
2019-02-03,0,18.13,6.68,6.68,296,10,Queens
2019-02-03,1,17.8,7.76,7.76,310,10,Queens
2019-02-03,2,17.52,6.61,6.61,317,10,Queens
2019-02-03,3,17.32,6.45,6.45,315,10,Queens
2019-02-03,4,17.18,6.19,6.19,315,10,Queens
2019-02-03,5,16.8,6.72,6.72,313,10,Queens
2019-02-03,6,15.86,5.73,5.73,329,10,Queens
2019-02-03,7,17.47,4.15,4.15,341,10,Queens
2019-02-03,8,18.96,2.0,3.24,46,10,Queens
2019-02-03,9,21.08,3.93,4.05,180,10,Queens
2019-02-03,10,24.21,10.15,10.15,228,10,Queens
2019-02-03,11,26.26,12.06,12.06,233,10,Queens
2019-02-03,12,27.33,13.46,13.46,231,10,Queens
2019-02-03,13,29.89,15.52,15.52,229,10,Queens
2019-02-03,14,30.76,16.82,16.82,231,10,Queens
2019-02-03,15,32.39,16.69,16.69,232,10,Queens
2019-02-03,16,32.79,16.51,16.51,234,10,Queens
2019-02-03,17,31.83,15.33,15.33,235,10,Queens
2019-02-03,18,31.53,16.32,16.32,235,10,Queens
2019-02-03,19,31.49,15.55,15.55,239,10,Queens
2019-02-03,20,31.17,15.44,15.44,240,10,Queens
2019-02-03,21,31.02,14.57,14.97,244,9.737,Queens
2019-02-03,22,30.9,12.45,14.58,245,10,Queens
2019-02-03,23,30.2,11.37,13.21,242,10,Queens
2019-02-04,0,30.93,12.29,12.29,245,9.991,Queens
2019-02-04,1,31.24,11.99,11.99,245,10,Queens
2019-02-04,2,30.4,11.28,11.28,240,10,Queens
2019-02-04,3,30.11,9.24,9.24,246,10,Queens
2019-02-04,4,30.62,8.53,8.53,259,10,Queens
2019-02-04,5,29.33,5.82,9.42,259,10,Queens
2019-02-04,6,28.98,4.13,4.13,278,10,Queens
2019-02-04,7,29.6,4.2,4.2,261,9.798,Queens
2019-02-04,8,31.68,3.91,3.91,272,9.278,Queens
2019-02-04,9,34.54,5.08,5.08,225,9.998,Queens
2019-02-04,10,38.27,4.64,4.64,245,10,Queens
2019-02-04,11,41.25,5.6,5.6,239,10,Queens
2019-02-04,12,44.38,1.87,3.21,241,10,Queens
2019-02-04,13,46.48,5.2,5.2,197,10,Queens
2019-02-04,14,47.61,5.75,5.75,176,10,Queens
2019-02-04,15,46.4,7.03,7.03,166,10,Queens
2019-02-04,16,43.46,6.68,6.68,164,10,Queens
2019-02-04,17,41.31,6.48,6.48,166,10,Queens
2019-02-04,18,39.47,7.44,7.44,170,10,Queens
2019-02-04,19,38.98,8.77,8.77,173,10,Queens
2019-02-04,20,38.65,8.11,8.11,190,10,Queens
2019-02-04,21,37.52,5.24,5.24,212,10,Queens
2019-02-04,22,36.88,4.68,6.88,200,10,Queens
2019-02-04,23,38.02,4.01,4.01,199,10,Queens
2019-02-05,0,36.22,3.85,3.85,198,10,Queens
2019-02-05,1,36.07,4.08,4.08,202,10,Queens
2019-02-05,2,35.01,4.51,4.51,218,10,Queens
2019-02-05,3,34.81,3.29,3.29,228,10,Queens
2019-02-05,4,33.39,5.35,5.35,207,10,Queens
2019-02-05,5,33.7,3.87,3.87,203,10,Queens
2019-02-05,6,33.38,3.7,3.7,221,10,Queens
2019-02-05,7,34.34,4.26,4.26,210,10,Queens
2019-02-05,8,35.83,3.13,3.13,220,9.771,Queens
2019-02-05,9,38.6,3.77,3.77,217,9.166,Queens
2019-02-05,10,43.44,3.55,5.67,235,10,Queens
2019-02-05,11,45.9,6.3,6.3,195,10,Queens
2019-02-05,12,48.23,5.19,5.19,186,10,Queens
2019-02-05,13,50.41,6.83,6.83,192,10,Queens
2019-02-05,14,50.78,6.87,6.87,189,10,Queens
2019-02-05,15,51.42,8.76,8.76,177,10,Queens
2019-02-05,16,48.38,5.12,5.71,158,10,Queens
2019-02-05,17,45.43,6.45,6.45,151,10,Queens
2019-02-05,18,43.11,6.09,8.5,161,10,Queens
2019-02-05,19,41.59,4.63,4.63,126,10,Queens
2019-02-05,20,41.04,2.6,3.84,161,9.222,Queens
2019-02-05,21,39.72,4.29,4.29,122,8.314,Queens
2019-02-05,22,39.18,3.61,3.61,114,10,Queens
2019-02-05,23,38.82,3.76,3.76,132,10,Queens
2019-02-06,0,38.53,2.19,3.24,174,10,Queens
2019-02-06,1,37.74,1.96,2.96,170,9.238,Queens
2019-02-06,2,38.24,3.24,4.46,167,8.316,Queens
2019-02-06,3,37.04,3.53,4.63,206,6.621,Queens
2019-02-06,4,35.7,3.37,3.37,185,6.295,Queens
2019-02-06,5,35.0,3.43,3.78,231,6.392,Queens
2019-02-06,6,36.05,4.34,4.34,164,5.504,Queens
2019-02-06,7,36.66,1.82,2.66,198,7.998,Queens
2019-02-06,8,38.83,4.24,4.24,187,6.657,Queens
2019-02-06,9,41.38,4.8,4.8,210,7.427,Queens
2019-02-06,10,44.1,5.77,5.77,218,9.708,Queens
2019-02-06,11,46.63,6.0,6.0,229,10,Queens
2019-02-06,12,50.57,7.29,7.29,233,10,Queens
2019-02-06,13,54.16,6.91,6.91,228,10,Queens
2019-02-06,14,56.08,7.37,7.37,223,10,Queens
2019-02-06,15,57.53,6.99,6.99,233,10,Queens
2019-02-06,16,57.68,5.93,5.93,224,10,Queens
2019-02-06,17,54.52,4.25,4.41,221,10,Queens
2019-02-06,18,52.83,5.11,5.2,302,10,Queens
2019-02-06,19,52.16,5.6,5.6,291,10,Queens
2019-02-06,20,51.89,7.06,7.06,310,10,Queens
2019-02-06,21,49.68,8.36,8.36,343,10,Queens
2019-02-06,22,47.98,10.93,10.93,357,10,Queens
2019-02-06,23,45.23,9.51,10.21,356,10,Queens
2019-02-07,0,40.9,8.88,17.07,346,10,Queens
2019-02-07,1,40.97,8.51,8.51,352,10,Queens
2019-02-07,2,39.48,7.68,7.68,359,10,Queens
2019-02-07,3,38.08,6.91,6.91,16,10,Queens
2019-02-07,4,37.41,7.31,7.31,9,10,Queens
2019-02-07,5,36.74,8.82,8.82,13,10,Queens
2019-02-07,6,35.36,7.63,7.82,25,10,Queens
2019-02-07,7,34.62,7.12,7.12,30,10,Queens
